"userid","movieid","value","create_at"
"584118","29231","65","30/9/2009 01:14:48"
"584118","31535","65","30/9/2009 01:15:51"
"629552","1","70","30/6/2010 21:08:36"
"629552","15","80","30/4/2010 18:35:12"
"629552","81","60","2/6/2010 01:39:25"
"629552","161","35","2/6/2010 01:53:48"
"629552","263","25","30/4/2010 20:29:06"
"629552","346","60","14/5/2010 16:11:48"
"629552","522","25","15/6/2010 02:34:42"
"629552","545","70","30/6/2010 00:17:03"
"629552","556","45","30/4/2010 20:37:07"
"629552","567","60","14/5/2010 16:45:13"
"629552","673","80","8/6/2010 06:06:20"
"629552","791","25","30/4/2010 20:28:49"
"629552","1034","10","30/4/2010 20:37:28"
"629552","1054","80","30/4/2010 18:53:05"
"629552","1227","75","30/5/2010 05:09:12"
"629552","1240","70","30/6/2010 21:17:30"
"629552","1264","100","30/4/2010 18:34:15"
"629552","1275","85","3/5/2010 00:54:13"
"629552","1539","50","30/4/2010 18:32:45"
"629552","1563","70","30/4/2010 18:33:26"
"629552","1573","80","30/4/2010 18:33:15"
"629552","1660","80","5/6/2010 15:10:52"
"629552","1665","55","20/5/2010 21:58:04"
"629552","1678","60","5/6/2010 15:09:53"
"629552","1756","65","2/5/2010 15:46:59"
"629552","1841","60","30/4/2010 18:29:12"
"629552","1961","65","30/4/2010 18:52:53"
"629552","1968","75","14/5/2010 16:07:05"
"629552","2018","90","30/4/2010 18:33:03"
"629552","2026","55","30/4/2010 18:54:52"
"629552","2033","80","30/4/2010 18:33:11"
"629552","2082","25","1/5/2010 17:35:51"
"629552","2083","60","13/5/2010 00:51:29"
"629552","2140","75","2/6/2010 01:52:56"
"629552","2155","70","30/5/2010 05:13:26"
"629552","2276","90","30/4/2010 19:00:44"
"629552","2279","50","2/5/2010 15:59:20"
"629552","2446","60","30/4/2010 18:29:19"
"629552","2472","90","5/5/2010 01:09:59"
"629552","2534","30","14/5/2010 16:05:23"
"629552","2654","75","30/4/2010 20:38:38"
"629552","2769","55","17/6/2010 02:00:43"
"629552","2809","90","9/5/2010 00:31:33"
"629552","2831","80","30/4/2010 19:53:23"
"629552","2849","15","30/4/2010 20:07:03"
"629552","2983","65","17/6/2010 02:00:17"
"629552","3004","55","30/4/2010 20:16:44"
"629552","3198","70","30/6/2010 21:16:59"
"629552","3230","85","14/5/2010 16:19:05"
"629552","3269","80","8/5/2010 19:05:16"
"629552","3313","80","5/6/2010 15:17:34"
"629552","3380","45","14/5/2010 16:02:13"
"629552","3422","80","14/5/2010 23:21:55"
"629552","3816","30","2/5/2010 00:18:26"
"629552","3861","80","30/4/2010 18:53:42"
"629552","3918","90","30/4/2010 18:31:45"
"629552","3968","90","30/4/2010 20:08:23"
"629552","4124","10","30/4/2010 20:22:26"
"629552","4146","55","7/7/2010 00:10:48"
"629552","4236","50","2/6/2010 01:40:43"
"629552","4265","85","14/5/2010 16:18:22"
"629552","4340","65","14/5/2010 16:04:03"
"629552","4446","85","5/5/2010 01:10:08"
"629552","4480","90","30/4/2010 20:08:42"
"629552","4510","50","5/6/2010 15:15:00"
"629552","4722","20","2/5/2010 00:18:51"
"629552","4759","75","14/5/2010 16:16:38"
"629552","4854","90","30/4/2010 18:56:41"
"629552","4883","75","14/5/2010 16:19:21"
"629552","4908","25","14/5/2010 16:02:35"
"629552","4918","85","30/4/2010 18:31:28"
"629552","5200","65","30/5/2010 05:13:51"
"629552","5225","65","3/5/2010 00:41:46"
"629552","5253","80","30/4/2010 18:31:50"
"629552","5384","15","30/4/2010 20:06:51"
"629552","5445","90","30/4/2010 20:02:22"
"629552","5529","35","30/4/2010 20:29:11"
"629552","5583","75","30/4/2010 20:38:14"
"629552","5636","60","2/5/2010 16:00:46"
"629552","5647","80","30/4/2010 19:00:55"
"629552","5704","0","2/5/2010 15:56:34"
"629552","5800","35","2/6/2010 01:43:55"
"629552","5841","35","5/6/2010 15:12:34"
"629552","5854","60","30/4/2010 18:41:24"
"629552","5919","20","2/5/2010 15:59:47"
"629552","5946","70","30/4/2010 18:38:37"
"629552","5950","90","14/5/2010 16:13:53"
"629552","6014","40","30/4/2010 20:34:40"
"629552","6018","70","20/5/2010 21:59:47"
"629552","6111","80","30/4/2010 19:01:05"
"629552","6123","100","30/4/2010 18:34:36"
"629552","6264","45","14/5/2010 16:04:22"
"629552","6290","85","30/4/2010 18:54:19"
"629552","6433","80","30/4/2010 18:41:21"
"629552","6525","90","30/4/2010 18:31:22"
"629552","6545","70","14/5/2010 16:18:57"
"629552","6592","45","2/5/2010 15:56:20"
"629552","6693","40","5/6/2010 15:12:48"
"629552","6770","65","3/5/2010 00:49:44"
"629552","7034","65","17/6/2010 02:00:53"
"629552","7043","60","17/6/2010 02:01:04"
"629552","7067","60","2/5/2010 07:23:59"
"629552","7073","75","14/5/2010 16:10:09"
"629552","7141","80","30/4/2010 18:34:21"
"629552","7368","50","30/4/2010 20:37:21"
"629552","7419","75","30/4/2010 18:56:38"
"629552","7537","50","17/6/2010 02:02:25"
"629552","7716","90","30/4/2010 18:27:48"
"629552","7756","50","30/4/2010 20:28:25"
"629552","7812","80","6/5/2010 16:15:07"
"629552","8132","20","30/4/2010 20:28:35"
"629552","8184","60","30/4/2010 20:39:25"
"629552","8210","75","30/4/2010 18:58:09"
"629552","8418","90","30/4/2010 18:59:56"
"629552","8435","100","14/5/2010 16:18:53"
"629552","8609","95","30/4/2010 18:34:46"
"629552","8622","80","30/4/2010 18:34:14"
"629552","8643","15","30/4/2010 20:30:11"
"629552","8704","95","30/4/2010 18:32:09"
"629552","8805","65","2/5/2010 16:00:39"
"629552","9019","80","2/5/2010 00:14:48"
"629552","9032","60","14/5/2010 16:23:08"
"629552","9066","65","30/4/2010 19:59:23"
"629552","9078","75","30/4/2010 18:54:08"
"629552","9132","50","14/5/2010 15:59:50"
"629552","9140","80","30/4/2010 18:31:30"
"629552","9157","90","30/6/2010 00:15:58"
"629552","9171","65","14/5/2010 23:16:29"
"629552","9300","85","14/5/2010 16:18:46"
"629552","9345","80","30/4/2010 18:34:49"
"629552","9353","80","30/5/2010 05:11:11"
"629552","9413","75","30/4/2010 20:38:23"
"629552","9414","25","3/5/2010 03:57:00"
"629552","9435","100","30/4/2010 18:38:31"
"629552","9441","80","13/5/2010 01:15:09"
"629552","9474","70","14/5/2010 16:18:12"
"629552","9486","5","2/5/2010 00:19:27"
"629552","9544","10","30/4/2010 20:21:22"
"629552","9611","90","30/4/2010 18:39:37"
"629552","9692","50","30/4/2010 20:37:16"
"629552","9699","70","14/5/2010 16:18:29"
"629552","9711","50","30/4/2010 18:29:28"
"629552","9836","70","30/4/2010 18:35:44"
"629552","10003","35","30/4/2010 20:39:44"
"629552","10309","75","30/4/2010 20:18:25"
"629552","10328","60","30/4/2010 20:20:28"
"629552","10399","35","30/4/2010 20:34:31"
"629552","10437","95","30/4/2010 18:39:39"
"629552","10504","85","30/4/2010 18:57:58"
"629552","10642","60","18/5/2010 16:59:21"
"629552","10728","0","8/5/2010 01:49:06"
"629552","10753","50","30/4/2010 20:19:28"
"629552","10779","80","2/6/2010 01:41:23"
"629552","10826","65","12/5/2010 23:23:59"
"629552","10855","70","30/5/2010 05:13:13"
"629552","10880","65","30/6/2010 21:17:18"
"629552","10950","50","14/5/2010 16:00:15"
"629552","10988","70","5/6/2010 15:11:16"
"629552","10991","75","30/4/2010 18:53:31"
"629552","11023","60","30/5/2010 05:04:04"
"629552","11033","65","30/4/2010 20:07:41"
"629552","11103","70","8/5/2010 18:28:31"
"629552","11133","85","30/4/2010 19:00:26"
"629552","11134","5","30/4/2010 20:29:38"
"629552","11164","70","2/6/2010 01:53:09"
"629552","11265","30","14/5/2010 16:02:00"
"629552","11310","50","8/6/2010 06:06:41"
"629552","11433","65","30/4/2010 18:58:06"
"629552","11844","100","30/4/2010 18:31:12"
"629552","11849","70","30/4/2010 18:38:43"
"629552","11857","80","30/5/2010 05:11:23"
"629552","11946","70","20/5/2010 22:01:32"
"629552","12040","75","30/4/2010 18:54:30"
"629552","12093","60","2/6/2010 01:47:41"
"629552","12150","65","5/6/2010 15:14:45"
"629552","12258","75","30/5/2010 05:05:03"
"629552","12390","85","20/5/2010 22:03:00"
"629552","12401","100","30/4/2010 18:31:55"
"629552","12448","60","5/5/2010 01:10:01"
"629552","12569","80","30/4/2010 18:53:52"
"629552","12572","70","20/5/2010 21:57:11"
"629552","12689","90","30/4/2010 18:30:54"
"629552","12703","15","30/4/2010 18:27:42"
"629552","12720","15","30/4/2010 20:41:55"
"629552","12730","65","30/4/2010 20:09:35"
"629552","12734","95","30/4/2010 20:18:13"
"629552","12881","55","30/4/2010 20:19:11"
"629552","13006","95","30/4/2010 18:35:07"
"629552","13172","70","14/5/2010 00:21:59"
"629552","13272","100","30/4/2010 18:33:23"
"629552","13328","80","14/5/2010 16:09:34"
"629552","13479","55","30/4/2010 18:37:46"
"629552","13553","80","30/4/2010 18:56:47"
"629552","13798","90","30/4/2010 18:37:52"
"629552","14050","60","18/5/2010 16:59:42"
"629552","14059","85","30/4/2010 18:32:35"
"629552","14209","80","30/4/2010 19:56:26"
"629552","14309","35","30/4/2010 20:34:24"
"629552","14335","70","2/5/2010 15:57:15"
"629552","14447","75","12/5/2010 01:36:05"
"629552","14455","30","30/4/2010 20:06:30"
"629552","14781","80","5/5/2010 01:09:55"
"629552","14810","60","2/6/2010 01:47:29"
"629552","14816","70","30/4/2010 20:18:41"
"629552","14847","80","30/4/2010 18:32:30"
"629552","14959","85","30/4/2010 18:29:36"
"629552","14993","65","30/5/2010 05:04:17"
"629552","15033","20","2/5/2010 00:16:52"
"629552","15194","65","30/4/2010 20:23:45"
"629552","15261","70","20/5/2010 21:57:43"
"629552","15295","65","2/6/2010 01:45:21"
"629552","15525","80","30/4/2010 20:13:19"
"629552","15565","5","30/4/2010 20:30:03"
"629552","15759","55","30/4/2010 20:30:38"
"629552","15835","80","5/6/2010 15:11:04"
"629552","15897","100","30/4/2010 18:52:29"
"629552","15935","35","30/4/2010 20:07:30"
"629552","15970","80","30/4/2010 20:39:06"
"629552","15984","60","14/5/2010 00:22:19"
"629552","16093","75","30/4/2010 18:39:25"
"629552","16099","70","12/5/2010 23:23:30"
"629552","16230","65","5/6/2010 15:10:32"
"629552","16282","70","2/5/2010 00:02:08"
"629552","16351","75","2/7/2010 22:12:39"
"629552","16385","75","30/4/2010 18:32:04"
"629552","16513","70","26/5/2010 02:18:54"
"629552","16550","70","14/5/2010 16:00:47"
"629552","16598","75","30/4/2010 18:54:37"
"629552","16622","95","30/4/2010 18:31:18"
"629552","16630","65","2/6/2010 01:54:49"
"629552","16802","100","30/4/2010 18:59:53"
"629552","16836","55","30/4/2010 18:29:40"
"629552","16872","80","30/4/2010 18:38:55"
"629552","16881","85","30/4/2010 18:58:20"
"629552","16972","70","16/6/2010 01:02:01"
"629552","17019","80","30/4/2010 18:32:12"
"629552","17102","100","30/4/2010 18:38:34"
"629552","17114","65","14/5/2010 16:21:12"
"629552","17185","75","30/4/2010 19:01:19"
"629552","17295","45","30/4/2010 20:40:04"
"629552","17311","70","30/4/2010 18:35:37"
"629552","17338","75","14/5/2010 16:23:20"
"629552","17346","55","30/4/2010 20:39:35"
"629552","17532","80","14/5/2010 16:17:44"
"629552","17539","65","30/6/2010 21:16:45"
"629552","17619","55","2/6/2010 01:47:35"
"629552","17683","80","30/4/2010 18:34:30"
"629552","17688","85","14/5/2010 16:23:15"
"629552","17689","80","30/4/2010 18:35:04"
"629552","17908","85","20/5/2010 22:02:36"
"629552","17947","80","14/5/2010 16:19:02"
"629552","18038","65","18/5/2010 17:05:11"
"629552","18073","40","5/6/2010 15:16:24"
"629552","18118","85","30/4/2010 18:32:21"
"629552","18120","75","30/4/2010 20:20:02"
"629552","18175","50","14/5/2010 16:04:11"
"629552","18263","85","30/4/2010 18:38:21"
"629552","18267","80","30/4/2010 18:34:53"
"629552","18335","85","30/4/2010 19:00:54"
"629552","18358","30","2/6/2010 01:55:09"
"629552","18556","80","30/4/2010 18:27:37"
"629552","18573","60","8/5/2010 18:28:40"
"629552","18575","40","30/4/2010 20:29:57"
"629552","18622","100","30/4/2010 18:32:34"
"629552","18678","60","14/5/2010 16:01:03"
"629552","18680","50","14/5/2010 16:05:03"
"629552","18693","40","2/6/2010 01:53:38"
"629552","18715","65","30/4/2010 20:11:46"
"629552","18784","65","14/5/2010 16:21:54"
"629552","18801","50","30/4/2010 20:19:20"
"629552","18810","75","30/4/2010 20:20:18"
"629552","19131","90","20/5/2010 22:00:38"
"629552","19152","80","30/4/2010 18:32:15"
"629552","19157","80","20/5/2010 22:00:26"
"629552","19345","65","14/5/2010 16:45:50"
"629552","19358","90","30/4/2010 20:08:33"
"629552","19364","80","30/4/2010 18:35:29"
"629552","19402","45","3/5/2010 00:50:05"
"629552","19478","70","14/5/2010 16:25:33"
"629552","19491","95","30/4/2010 18:53:48"
"629552","19544","60","30/4/2010 20:38:52"
"629552","19663","65","14/5/2010 16:00:35"
"629552","19771","20","30/4/2010 19:58:59"
"629552","19824","85","30/4/2010 19:57:21"
"629552","19907","10","30/4/2010 20:30:18"
"629552","19922","75","14/5/2010 16:23:29"
"629552","20004","50","2/5/2010 15:46:39"
"629552","20006","85","30/4/2010 19:57:05"
"629552","20094","50","3/5/2010 00:47:01"
"629552","20175","80","30/4/2010 18:31:59"
"629552","20182","65","2/5/2010 15:46:51"
"629552","20220","60","30/4/2010 18:54:27"
"629552","20231","70","6/5/2010 18:51:24"
"629552","20453","85","14/5/2010 16:22:48"
"629552","20583","40","2/6/2010 01:55:00"
"629552","20655","65","2/6/2010 01:45:06"
"629552","20725","70","20/5/2010 21:59:29"
"629552","20780","85","30/4/2010 18:54:22"
"629552","20826","5","30/4/2010 20:39:09"
"629552","20960","70","15/5/2010 03:07:11"
"629552","20993","85","30/5/2010 05:04:31"
"629552","21230","85","30/4/2010 19:59:03"
"629552","21281","75","30/4/2010 19:58:57"
"629552","21341","85","30/4/2010 18:53:46"
"629552","21385","75","30/4/2010 18:54:32"
"629552","21442","95","30/4/2010 18:34:34"
"629552","21681","85","14/5/2010 16:17:55"
"629552","21743","80","30/4/2010 20:24:40"
"629552","21751","80","14/5/2010 16:22:35"
"629552","21765","65","30/4/2010 18:32:50"
"629552","21823","30","2/5/2010 00:17:22"
"629552","21843","80","20/5/2010 21:58:51"
"629552","22021","75","30/4/2010 18:32:53"
"629552","22081","40","14/5/2010 16:02:43"
"629552","22164","80","14/5/2010 16:18:44"
"629552","22179","85","30/4/2010 18:30:47"
"629552","22180","70","14/5/2010 16:23:22"
"629552","22183","75","30/4/2010 18:29:22"
"629552","22188","90","30/4/2010 18:35:27"
"629552","22209","85","30/4/2010 20:25:24"
"629552","22354","65","3/5/2010 03:53:41"
"629552","22437","70","14/5/2010 16:00:00"
"629552","23009","60","8/5/2010 20:46:41"
"629552","23321","85","30/4/2010 18:54:03"
"629552","23468","65","14/5/2010 16:03:49"
"629552","23490","70","30/4/2010 20:18:52"
"629552","23504","60","2/6/2010 01:40:59"
"629552","23515","10","30/4/2010 20:22:16"
"629552","23565","85","20/5/2010 22:01:45"
"629552","23592","40","5/6/2010 15:15:51"
"629552","23639","70","5/5/2010 01:10:15"
"629552","23666","50","20/5/2010 21:57:34"
"629552","23682","100","30/4/2010 19:00:17"
"629552","23749","70","30/4/2010 20:25:56"
"629552","23784","5","2/5/2010 00:19:39"
"629552","23821","70","6/5/2010 16:23:44"
"629552","23871","80","30/5/2010 05:11:36"
"629552","23875","25","2/5/2010 00:18:37"
"629552","23952","50","30/4/2010 20:06:19"
"629552","23968","55","30/5/2010 05:03:49"
"629552","23991","70","30/4/2010 20:20:49"
"629552","24005","75","30/6/2010 04:28:35"
"629552","24023","60","2/5/2010 16:01:54"
"629552","24075","95","30/4/2010 18:54:14"
"629552","24106","55","2/6/2010 01:53:25"
"629552","24307","100","30/4/2010 18:34:56"
"629552","24322","80","14/5/2010 16:18:07"
"629552","24333","40","17/6/2010 02:02:35"
"629552","24483","80","30/6/2010 00:17:13"
"629552","24572","70","3/5/2010 00:42:11"
"629552","24592","0","30/4/2010 20:29:29"
"629552","24610","65","14/5/2010 16:18:17"
"629552","24814","60","20/5/2010 21:56:21"
"629552","24861","80","30/4/2010 18:31:20"
"629552","24965","65","14/5/2010 16:19:08"
"629552","24987","90","2/7/2010 22:13:09"
"629552","24995","30","5/6/2010 15:15:25"
"629552","25004","85","14/5/2010 16:17:46"
"629552","25009","90","2/6/2010 01:39:11"
"629552","25085","70","14/5/2010 16:06:37"
"629552","25091","85","30/6/2010 00:15:44"
"629552","25114","75","14/5/2010 16:06:48"
"629552","25128","45","5/6/2010 15:13:06"
"629552","25198","85","30/4/2010 19:50:40"
"629552","25267","60","2/5/2010 19:14:50"
"629552","25270","70","16/6/2010 01:02:13"
"629552","25320","65","30/6/2010 21:17:09"
"629552","25398","75","16/6/2010 01:03:36"
"629552","25528","80","30/4/2010 18:54:44"
"629552","25693","70","2/6/2010 01:45:13"
"629552","25761","80","22/5/2010 22:28:37"
"629552","25779","35","3/5/2010 00:47:24"
"629552","25801","55","17/6/2010 01:57:03"
"629552","25842","75","14/5/2010 16:18:36"
"629552","25884","95","30/4/2010 19:00:58"
"629552","25885","85","8/5/2010 02:32:32"
"629552","26006","65","30/4/2010 20:20:08"
"629552","26042","85","30/4/2010 18:34:25"
"629552","26105","80","30/4/2010 18:31:03"
"629552","26136","80","20/5/2010 22:02:47"
"629552","26144","100","30/4/2010 18:32:28"
"629552","26177","30","30/4/2010 20:06:41"
"629552","26184","80","14/5/2010 16:17:37"
"629552","26297","0","30/4/2010 20:34:12"
"629552","26314","55","6/7/2010 00:34:40"
"629552","26465","25","30/4/2010 20:40:09"
"629552","26542","45","14/5/2010 16:00:07"
"629552","26620","5","30/4/2010 20:21:49"
"629552","26641","70","14/5/2010 16:23:04"
"629552","26740","85","30/4/2010 18:38:00"
"629552","26750","90","30/4/2010 18:31:11"
"629552","26778","100","30/4/2010 19:56:34"
"629552","26822","10","30/4/2010 19:01:15"
"629552","26900","80","26/5/2010 00:30:25"
"629552","26914","70","2/5/2010 04:35:03"
"629552","27047","45","5/6/2010 15:12:24"
"629552","27052","55","2/6/2010 01:47:46"
"629552","29231","65","30/4/2010 19:59:17"
"629552","29292","80","30/4/2010 18:54:34"
"629552","30428","90","30/4/2010 18:27:44"
"629552","30453","75","30/6/2010 21:15:51"
"629552","31535","50","30/4/2010 18:56:03"
"629552","31750","65","30/4/2010 18:56:45"
"629552","31759","20","30/4/2010 20:29:46"
"629552","31888","90","30/4/2010 18:56:33"
"662362","673","100","8/11/2009 19:55:31"
"662362","1054","100","8/11/2009 19:53:27"
"662362","1275","70","8/11/2009 19:56:19"
"662362","1573","90","8/11/2009 19:57:22"
"662362","1647","85","8/11/2009 20:02:26"
"662362","1823","80","8/11/2009 20:02:58"
"662362","1973","70","8/11/2009 19:58:25"
"662362","2018","20","8/11/2009 19:53:45"
"662362","2026","80","8/11/2009 20:06:55"
"662362","2507","90","8/11/2009 20:06:07"
"662362","2830","100","8/11/2009 20:04:59"
"662362","3429","70","8/11/2009 20:00:36"
"662362","3518","80","8/11/2009 19:59:19"
"662362","3918","20","8/11/2009 20:05:55"
"662362","4086","100","8/11/2009 19:51:23"
"662362","4614","100","8/11/2009 19:57:35"
"662362","5405","60","8/11/2009 19:59:59"
"662362","6077","80","8/11/2009 19:56:51"
"662362","6123","85","8/11/2009 20:03:27"
"662362","6290","60","8/11/2009 20:04:47"
"662362","7419","60","8/11/2009 20:02:45"
"662362","8609","80","8/11/2009 19:59:48"
"662362","8909","80","8/11/2009 19:52:02"
"662362","8949","85","8/11/2009 20:04:00"
"662362","9140","80","8/11/2009 19:55:55"
"662362","9699","80","8/11/2009 20:05:59"
"662362","9960","100","8/11/2009 20:01:37"
"662362","11777","100","8/11/2009 19:54:42"
"662362","12274","70","8/11/2009 20:07:04"
"662362","12401","80","8/11/2009 19:52:34"
"662362","12601","85","8/11/2009 19:57:56"
"662362","13272","90","8/11/2009 19:54:18"
"662362","13798","80","8/11/2009 19:53:20"
"662362","14059","80","8/11/2009 19:56:41"
"662362","15062","100","8/11/2009 20:00:42"
"662362","16385","80","8/11/2009 19:55:04"
"662362","16622","70","8/11/2009 19:54:55"
"662362","16719","50","8/11/2009 20:04:27"
"662362","16745","80","8/11/2009 19:48:42"
"662362","16881","30","8/11/2009 20:06:21"
"662362","17019","20","8/11/2009 19:59:24"
"662362","17683","70","8/11/2009 19:59:03"
"662362","17689","90","8/11/2009 19:58:12"
"662362","17943","70","8/11/2009 19:57:11"
"662362","18335","70","8/11/2009 19:58:50"
"662362","18454","100","8/11/2009 20:13:40"
"662362","18556","90","8/11/2009 19:31:23"
"662362","18622","90","8/11/2009 19:56:07"
"662362","18787","60","8/11/2009 20:06:49"
"662362","19357","100","8/11/2009 20:01:39"
"662362","19418","60","8/11/2009 19:54:33"
"662362","19478","90","8/11/2009 19:57:19"
"662362","20091","90","8/11/2009 19:58:04"
"662362","20175","70","8/11/2009 19:56:32"
"662362","20756","80","8/11/2009 20:01:35"
"662362","20781","60","8/11/2009 20:03:22"
"662362","20960","100","8/11/2009 19:56:26"
"662362","21352","65","8/11/2009 20:07:14"
"662362","21385","80","8/11/2009 19:59:32"
"662362","21442","60","8/11/2009 19:53:59"
"662362","21681","70","8/11/2009 19:58:57"
"662362","21751","100","8/11/2009 19:58:45"
"662362","21765","65","8/11/2009 20:05:41"
"662362","22021","100","8/11/2009 20:04:42"
"662362","22164","65","8/11/2009 20:05:27"
"662362","22179","70","8/11/2009 19:52:25"
"662362","22188","80","8/11/2009 20:01:48"
"662362","22354","75","8/11/2009 19:58:01"
"662362","22570","100","8/11/2009 20:02:35"
"662362","23598","90","8/11/2009 20:05:44"
"662362","24284","80","8/11/2009 19:55:59"
"662362","24307","60","8/11/2009 19:57:32"
"662362","25474","90","8/11/2009 20:02:13"
"662362","26055","80","8/11/2009 20:02:49"
"662362","26105","85","8/11/2009 20:01:14"
"662362","26740","90","8/11/2009 20:00:58"
"662362","26750","60","8/11/2009 19:53:53"
"662362","30428","90","8/11/2009 19:55:28"
"662362","31535","80","8/11/2009 19:56:02"
"684369","392","40","27/11/2009 23:43:58"
"684369","1275","75","27/11/2009 23:52:51"
"684369","2276","90","27/11/2009 23:58:59"
"684369","2446","55","22/11/2009 22:03:48"
"684369","2533","75","27/11/2009 23:49:10"
"684369","4265","70","27/11/2009 23:59:09"
"684369","4446","75","27/11/2009 23:42:35"
"684369","4851","75","27/11/2009 23:43:31"
"684369","5253","75","22/11/2009 22:02:01"
"684369","5359","100","27/11/2009 23:49:20"
"684369","5405","65","27/11/2009 23:53:52"
"684369","5963","90","27/11/2009 23:57:26"
"684369","6123","70","27/11/2009 23:52:15"
"684369","7716","70","22/11/2009 22:01:04"
"684369","8462","85","27/11/2009 23:43:06"
"684369","9140","80","27/11/2009 23:52:44"
"684369","9345","75","27/11/2009 23:53:35"
"684369","9770","60","22/11/2009 22:05:47"
"684369","10447","75","22/11/2009 22:01:08"
"684369","11023","70","27/11/2009 23:48:57"
"684369","11760","75","22/11/2009 22:03:30"
"684369","12448","75","22/11/2009 22:00:25"
"684369","12451","70","28/11/2009 00:01:02"
"684369","12689","90","27/11/2009 23:51:19"
"684369","12734","80","27/11/2009 23:53:31"
"684369","14847","65","22/11/2009 22:01:55"
"684369","15647","95","27/11/2009 23:49:24"
"684369","15939","75","28/11/2009 00:00:01"
"684369","15999","35","22/11/2009 22:04:55"
"684369","17019","25","27/11/2009 23:53:26"
"684369","17311","70","27/11/2009 23:53:17"
"684369","17683","75","27/11/2009 23:59:18"
"684369","18118","35","27/11/2009 23:51:35"
"684369","18267","50","27/11/2009 23:54:01"
"684369","18335","75","27/11/2009 23:49:06"
"684369","18556","90","22/11/2009 21:59:47"
"684369","18622","40","27/11/2009 23:53:23"
"684369","19152","85","27/11/2009 23:51:40"
"684369","19266","80","27/11/2009 23:49:13"
"684369","19364","80","27/11/2009 23:49:01"
"684369","19418","65","27/11/2009 23:53:10"
"684369","19922","80","22/11/2009 22:04:19"
"684369","20058","25","27/11/2009 23:45:37"
"684369","20175","75","27/11/2009 23:52:38"
"684369","21178","30","27/11/2009 23:45:04"
"684369","21352","70","27/11/2009 23:54:27"
"684369","22436","80","22/11/2009 22:24:26"
"684369","23386","80","27/11/2009 23:53:39"
"684369","24075","80","27/11/2009 23:53:33"
"684369","24861","65","27/11/2009 23:52:03"
"684369","24965","80","27/11/2009 23:53:14"
"684369","26006","75","27/11/2009 23:59:49"
"684369","26042","90","22/11/2009 22:03:52"
"684369","29051","95","27/11/2009 23:49:16"
"684369","29070","80","27/11/2009 23:59:44"
"698712","15","85","7/8/2009 21:10:38"
"698712","48","65","7/8/2009 21:30:23"
"698712","346","65","7/8/2009 21:15:31"
"698712","1054","90","7/8/2009 21:19:21"
"698712","1090","65","7/8/2009 21:23:20"
"698712","1164","80","7/8/2009 21:21:53"
"698712","1275","75","7/8/2009 21:19:41"
"698712","1573","80","7/8/2009 21:14:01"
"698712","1756","55","7/8/2009 21:11:08"
"698712","1841","70","7/8/2009 21:07:07"
"698712","2026","70","7/8/2009 21:32:48"
"698712","2055","70","7/8/2009 21:20:52"
"698712","2375","25","7/8/2009 21:28:01"
"698712","2472","70","7/8/2009 21:07:36"
"698712","3269","70","7/8/2009 21:26:45"
"698712","3309","75","7/8/2009 21:22:25"
"698712","3535","80","7/8/2009 21:27:02"
"698712","4086","85","7/8/2009 21:17:00"
"698712","4494","30","7/8/2009 21:16:52"
"698712","4570","70","7/8/2009 21:24:16"
"698712","4614","90","7/8/2009 21:14:42"
"698712","4851","70","7/8/2009 21:06:59"
"698712","4918","90","7/8/2009 21:14:24"
"698712","5179","15","7/8/2009 21:23:13"
"698712","5225","80","7/8/2009 21:22:20"
"698712","5248","85","7/8/2009 21:23:33"
"698712","5253","80","7/8/2009 21:08:14"
"698712","5950","70","7/8/2009 21:23:08"
"698712","6115","75","7/8/2009 21:28:47"
"698712","6123","75","7/8/2009 21:19:00"
"698712","6423","70","7/8/2009 21:28:24"
"698712","6433","85","7/8/2009 21:18:27"
"698712","6525","90","7/8/2009 21:19:37"
"698712","6545","75","8/8/2009 01:19:48"
"698712","6592","75","7/8/2009 21:17:39"
"698712","6758","60","7/8/2009 21:11:57"
"698712","6994","70","7/8/2009 21:26:11"
"698712","7162","70","7/8/2009 21:24:23"
"698712","7175","70","7/8/2009 21:23:57"
"698712","7716","65","7/8/2009 21:07:53"
"698712","8203","80","7/8/2009 21:25:09"
"698712","8210","65","7/8/2009 21:14:15"
"698712","8435","75","7/8/2009 21:12:52"
"698712","8609","75","7/8/2009 21:13:43"
"698712","8622","85","7/8/2009 21:15:38"
"698712","10504","75","7/8/2009 21:20:49"
"698712","10642","25","7/8/2009 21:25:26"
"698712","10753","60","7/8/2009 21:30:38"
"698712","10991","80","7/8/2009 21:17:31"
"698712","11164","75","7/8/2009 21:27:36"
"698712","11391","75","7/8/2009 21:20:14"
"698712","11520","70","7/8/2009 21:30:05"
"698712","11844","85","7/8/2009 21:08:02"
"698712","11849","75","7/8/2009 21:19:07"
"698712","12127","65","7/8/2009 21:13:00"
"698712","12274","75","7/8/2009 21:25:13"
"698712","12572","70","7/8/2009 21:31:59"
"698712","12703","60","7/8/2009 21:06:37"
"698712","13172","75","7/8/2009 21:26:56"
"698712","13272","80","7/8/2009 21:29:49"
"698712","13419","80","7/8/2009 21:27:19"
"698712","13553","80","7/8/2009 21:23:54"
"698712","14059","75","7/8/2009 21:18:10"
"698712","14079","80","7/8/2009 21:29:58"
"698712","14429","80","7/8/2009 21:07:09"
"698712","14742","55","7/8/2009 21:26:34"
"698712","14847","85","7/8/2009 21:08:11"
